id,title,category,subcategory,kind,countries,hasRunner,version,description
phtls,PHTLS / ITLS (NAEMT),7. Травматология и военная медицина,Военная медицина,calculator,"США, международный (NAEMT, ITLS International)",yes,1.0.0,Стандарты догоспитальной помощи при травме.
pierce,fullPIERS / miniPIERS,8. Акушерство и гинекология,Преэклампсия,calculator,Международный,yes,1.0.0,Прогноз неблагоприятных исходов при преэклампсии.
pipkin,Pipkin,7. Травматология и военная медицина,Ортопедия,score,Международный,yes,1.0.0,Классификация переломов головки бедренной кости.
pirads,PI-RADS v2.1,10. Онкология,Специфические,calculator,Международный (ACR / ESUR / AUA),yes,1.0.0,Стандартизированная оценка МРТ простаты.
plasma-osm,Plasma osmolality,1. Клинические калькуляторы,Электролиты / КЩС,calculator,,yes,1.0.0,Расчёт осмолярности плазмы для оценки водно-электролитных нарушений.
plasmic,PLASMIC / French score,15. Лабораторная медицина,Гематология,calculator,Международный (ISTH 2020),yes,1.0.0,Оценка вероятности тромботической тромбоцитопенической пурпуры.
pllr,FDA PLLR / ADEC / Hale's Lactation / LactMed,14. Фармакология и лекарства,Беременность / Лактация,calculator,США (FDA),yes,1.0.0,Справочники безопасности препаратов при беременности и лактации.
plr,Passive leg raise / PLR + CO,6. Анестезиология и ICU,Водно-электролитный,calculator,Международный,yes,1.0.0,Оценка волемической преднагрузки и ответа на инфузию.
plumbs,Plumb's Veterinary Drug Handbook / BSAVA Formulary / CVP,20. Ветеринарная медицина,Формулы,calculator,США · международный,yes,1.0.0,Ветеринарные фармакологические справочники.
poisindex,POISINDEX / TOXBASE / IPCS INTOX / Toxbase РФ,17. Протоколы экстренной помощи,CBRN / Токсикология,calculator,"США (Micromedex), международная референсная БД",yes,1.0.0,Токсикологические базы данных.
popq,POP-Q,8. Акушерство и гинекология,Гинекология,score,"Международный (ICS, IUGA)",yes,1.0.0,Классификация пролапса тазовых органов.
posas,POSAS / Vancouver / Manchester,22. Прочие специальности,Дерматология,calculator,Международный (ISBI / EBA),yes,1.0.0,Оценка рубцов после заживления.
possum,POSSUM / P-POSSUM / CR-POSSUM,2. Диагностические шкалы,Периоперационная,score,,yes,1.0.0,Оценка риска смертности и осложнений после хирургии.
pps,PPS / PPI / ESAS / FACIT-F / EORTC QLQ-C30 / PaP,10. Онкология,Паллиатив,calculator,"Международный (IAHPC, WHO, Medicare hospice)",yes,1.0.0,Оценка статуса и качества жизни в паллиативе.
